palabra,sentimiento,word
sencillo,positivo,straightforward
sencillo,confianza,straightforward
tenso,enfado,strained
tenso,negativo,strained
estrecheces,miedo,straits
estrecheces,negativo,straits
varado,negativo,stranded
desconocido,miedo,stranger
desconocido,negativo,stranger
estrangular,enfado,strangle
estrangular,asco,strangle
estrangular,miedo,strangle
estrangular,negativo,strangle
estrangular,tristeza,strangle
estrangular,sorpresa,strangle
estratégico,positivo,strategic
estratega,anticipación,strategist
estratega,positivo,strategist
estratega,confianza,strategist
extraviado,negativo,stray
fuerza,positivo,strength
fuerza,confianza,strength
fortalecer,positivo,strengthen
fortalecimiento,alegría,strengthening
fortalecimiento,positivo,strengthening
fortalecimiento,confianza,strengthening
estrés,negativo,stress
camilla,miedo,stretcher
camilla,tristeza,stretcher
afligido,tristeza,stricken
lucha,enfado,strife
lucha,negativo,strife
Huelga,enfado,strike
Huelga,negativo,strike
sorprendentes,positivo,striking
sorprendentemente,positivo,strikingly
tira,negativo,strip
tira,tristeza,strip
raya,negativo,stripe
despojado,enfado,stripped
despojado,anticipación,stripped
despojado,asco,stripped
despojado,miedo,stripped
despojado,negativo,stripped
despojado,tristeza,stripped
esforzarse,anticipación,strive
carrera,miedo,stroke
carrera,negativo,stroke
carrera,tristeza,stroke
fuertemente,positivo,strongly
estructural,confianza,structural
estructura,positivo,structure
estructura,confianza,structure
lucha,enfado,struggle
lucha,miedo,struggle
lucha,negativo,struggle
lucha,tristeza,struggle
puntal,negativo,strut
semental,positivo,stud
estudiar,positivo,study
cargado,negativo,stuffy
tropezón,negativo,stumble
aturdido,miedo,stunned
aturdido,negativo,stunned
aturdido,sorpresa,stunned
enano,negativo,stunted
estúpido,negativo,stupid
estupidez,negativo,stupidity
estupor,negativo,stupor
robusto,positivo,sturdy
orzuelo,asco,sty
orzuelo,negativo,sty
dominar,negativo,subdue
subito,sorpresa,subito
tema,negativo,subject
sometido,negativo,subjected
sometido,tristeza,subjected
sujeción,negativo,subjection
subyugación,enfado,subjugation
subyugación,asco,subjugation
subyugación,miedo,subjugation
subyugación,negativo,subjugation
subyugación,tristeza,subjugation
sublimación,alegría,sublimation
sublimación,positivo,sublimation
enviar,anticipación,submit
subordinar,miedo,subordinate
subordinar,negativo,subordinate
citación,negativo,subpoena
suscribir,anticipación,subscribe
hundimiento,negativo,subsidence
hundimiento,tristeza,subsidence
subvención,enfado,subsidy
subvención,asco,subsidy
subvención,negativo,subsidy
subsistir,negativo,subsist
sustancia,positivo,substance
justificar,confianza,substantiate
sustantivo,positivo,substantive
sustraer,negativo,subtract
subversión,enfado,subversion
subversión,miedo,subversion
subversión,negativo,subversion
subversivo,enfado,subversive
subversivo,negativo,subversive
subversivo,sorpresa,subversive
subvertir,asco,subvert
subvertir,miedo,subvert
subvertir,negativo,subvert
subvertir,tristeza,subvert
tener éxito,anticipación,succeed
tener éxito,alegría,succeed
tener éxito,positivo,succeed
tener éxito,sorpresa,succeed
tener éxito,confianza,succeed
subsiguiente,anticipación,succeeding
subsiguiente,alegría,succeeding
subsiguiente,positivo,succeeding
subsiguiente,confianza,succeeding
éxito,anticipación,success
éxito,alegría,success
éxito,positivo,success
exitoso,anticipación,successful
exitoso,alegría,successful
exitoso,positivo,successful
exitoso,confianza,successful
sucinto,positivo,succinct
suculento,negativo,succulent
suculento,positivo,succulent
sucumbir,negativo,succumb
chupar,negativo,suck
ventosa,enfado,sucker
ventosa,negativo,sucker
repentino,sorpresa,sudden
repentinamente,sorpresa,suddenly
demandar,enfado,sue
demandar,negativo,sue
demandar,tristeza,sue
sufrir,negativo,suffer
víctima,miedo,sufferer
víctima,negativo,sufferer
víctima,tristeza,sufferer
sufrimiento,asco,suffering
sufrimiento,miedo,suffering
sufrimiento,negativo,suffering
sufrimiento,tristeza,suffering
suficiencia,positivo,sufficiency
sofocante,asco,suffocating
sofocante,miedo,suffocating
sofocante,negativo,suffocating
sofocante,tristeza,suffocating
asfixia,enfado,suffocation
asfixia,miedo,suffocation
asfixia,negativo,suffocation
azúcar,positivo,sugar
sugerir,confianza,suggest
suicida,enfado,suicidal
suicida,asco,suicidal
suicida,miedo,suicidal
suicida,negativo,suicidal
suicida,tristeza,suicidal
suicidio,enfado,suicide
suicidio,miedo,suicide
suicidio,negativo,suicide
suicidio,tristeza,suicide
adecuado,positivo,suitable
hosco,enfado,sullen
hosco,negativo,sullen
hosco,tristeza,sullen
sultán,miedo,sultan
bochornoso,positivo,sultry
citación,negativo,summons
sumidero,asco,sump
Dom,anticipación,sun
Dom,alegría,sun
Dom,positivo,sun
Dom,sorpresa,sun
Dom,confianza,sun
reloj de sol,anticipación,sundial
reloj de sol,confianza,sundial
hundido,asco,sunk
hundido,miedo,sunk
hundido,negativo,sunk
hundido,tristeza,sunk
soleado,anticipación,sunny
soleado,alegría,sunny
soleado,positivo,sunny
soleado,sorpresa,sunny
puesta de sol,anticipación,sunset
puesta de sol,positivo,sunset
sol,alegría,sunshine
sol,positivo,sunshine
magnífico,positivo,superb
superficial,negativo,superficial
superfluo,negativo,superfluous
sobrehumano,positivo,superhuman
superior,positivo,superior
superioridad,positivo,superiority
superhombre,alegría,superman
superhombre,positivo,superman
superhombre,confianza,superman
superestrella,alegría,superstar
superestrella,positivo,superstar
superestrella,confianza,superstar
superstición,miedo,superstition
superstición,negativo,superstition
superstición,positivo,superstition
supersticioso,anticipación,superstitious
supersticioso,miedo,superstitious
supersticioso,negativo,superstitious
súplica,positivo,supplication
súplica,confianza,supplication
suministros,positivo,supplies
suministro,positivo,supply
soportado,positivo,supported
seguidor,alegría,supporter
seguidor,positivo,supporter
seguidor,confianza,supporter
secundario,positivo,supporting
secundario,confianza,supporting
reprimir,enfado,suppress
reprimir,miedo,suppress
reprimir,negativo,suppress
reprimir,tristeza,suppress
supresión,enfado,suppression
supresión,asco,suppression
supresión,miedo,suppression
supresión,negativo,suppression
supremacía,enfado,supremacy
supremacía,anticipación,supremacy
supremacía,miedo,supremacy
supremacía,alegría,supremacy
supremacía,negativo,supremacy
supremacía,positivo,supremacy
supremacía,sorpresa,supremacy
supremacía,confianza,supremacy
supremo,positivo,supreme
supremamente,positivo,supremely
recargo,enfado,surcharge
recargo,negativo,surcharge
garantía,positivo,surety
garantía,confianza,surety
oleada,sorpresa,surge
cirugía,miedo,surgery
cirugía,tristeza,surgery
hosco,enfado,surly
hosco,asco,surly
hosco,negativo,surly
conjetura,positivo,surmise
incomparable,positivo,surpassing
sorpresa,miedo,surprise
sorpresa,alegría,surprise
sorpresa,positivo,surprise
sorpresa,sorpresa,surprise
sorprendido,sorpresa,surprised
sorprendente,sorpresa,surprising
asombrosamente,anticipación,surprisingly
asombrosamente,sorpresa,surprisingly
Rendición,miedo,surrender
Rendición,negativo,surrender
Rendición,tristeza,surrender
rendirse,negativo,surrendering
rendirse,tristeza,surrendering
sustituto,confianza,surrogate
rodear,anticipación,surround
rodear,negativo,surround
rodear,positivo,surround
vigilancia,miedo,surveillance
topografía,positivo,surveying
sobrevivir,positivo,survive
susceptible,negativo,susceptible
sospechar,miedo,suspect
sospechar,negativo,suspect
suspenso,anticipación,suspense
suspenso,miedo,suspense
suspenso,sorpresa,suspense
suspensión,miedo,suspension
suspensión,negativo,suspension
sospecha,miedo,suspicion
sospecha,negativo,suspicion
suspicaz,enfado,suspicious
suspicaz,anticipación,suspicious
suspicaz,negativo,suspicious
torunda,negativo,swab
pantano,asco,swamp
pantano,miedo,swamp
pantano,negativo,swamp
pantanoso,asco,swampy
pantanoso,miedo,swampy
pantanoso,negativo,swampy
enjambre,asco,swarm
esvástica,enfado,swastika
esvástica,miedo,swastika
esvástica,negativo,swastika
jurar,positivo,swear
jurar,confianza,swear
sudor,miedo,sweat
dulce,anticipación,sweet
dulce,alegría,sweet
dulce,positivo,sweet
dulce,sorpresa,sweet
dulce,confianza,sweet
novio,anticipación,sweetheart
novio,alegría,sweetheart
novio,positivo,sweetheart
novio,tristeza,sweetheart
novio,confianza,sweetheart
cariño,positivo,sweetie
dulzura,positivo,sweetness
dulces,anticipación,sweets
dulces,alegría,sweets
dulces,positivo,sweets
hinchazón,miedo,swelling
hinchazón,negativo,swelling
viraje,miedo,swerve
viraje,sorpresa,swerve
rápido,positivo,swift
trago,asco,swig
trago,negativo,swig
nadar,anticipación,swim
nadar,miedo,swim
nadar,alegría,swim
nadar,positivo,swim
canalla,asco,swine
canalla,negativo,swine
hinchado,negativo,swollen
simbólico,positivo,symbolic
simétrico,positivo,symmetrical
simetría,alegría,symmetry
simetría,positivo,symmetry
simetría,confianza,symmetry
simpático,miedo,sympathetic
simpático,alegría,sympathetic
simpático,positivo,sympathetic
simpático,tristeza,sympathetic
simpático,confianza,sympathetic
compadecerse,tristeza,sympathize
simpatía,positivo,sympathy
simpatía,tristeza,sympathy
sinfonía,anticipación,symphony
sinfonía,alegría,symphony
sinfonía,positivo,symphony
síntoma,negativo,symptom
sincronizar,anticipación,synchronize
sincronizar,alegría,synchronize
sincronizar,positivo,synchronize
sincronizar,sorpresa,synchronize
sincronizar,confianza,synchronize
síncope,miedo,syncope
síncope,negativo,syncope
síncope,tristeza,syncope
síncope,sorpresa,syncope
sinérgico,positivo,synergistic
sinérgico,confianza,synergistic
sínodo,positivo,synod
sínodo,confianza,synod
sinónimo,miedo,synonymous
sinónimo,negativo,synonymous
sinónimo,positivo,synonymous
sinónimo,confianza,synonymous
jeringuilla,miedo,syringe
sistema,confianza,system
tabú,asco,taboo
tabú,miedo,taboo
tabú,negativo,taboo
tabular,anticipación,tabulate
entrada,enfado,tackle
entrada,sorpresa,tackle
tacto,positivo,tact
táctica,miedo,tactics
táctica,confianza,tactics
mancha,negativo,taint
mancha,tristeza,taint
relato,positivo,tale
talento,positivo,talent
talismán,positivo,talisman
hablar,positivo,talk
garras,enfado,talons
garras,miedo,talons
garras,negativo,talons
tándem,confianza,tandem
enredado,negativo,tangled
bronceado,positivo,tanned
tentador,anticipación,tantalizing
tentador,alegría,tantalizing
tentador,negativo,tantalizing
tentador,positivo,tantalizing
tentador,sorpresa,tantalizing
equivalente,confianza,tantamount
tardanza,negativo,tardiness
tardío,negativo,tardy
arancel,enfado,tariff
arancel,asco,tariff
arancel,negativo,tariff
deslustre,asco,tarnish
deslustre,negativo,tarnish
deslustre,tristeza,tarnish
alquitranado,negativo,tarry
tarea,positivo,task
de buen gusto,positivo,tasteful
insípido,asco,tasteless
insípido,negativo,tasteless
sabroso,positivo,tasty
enseñó,confianza,taught
pulla,enfado,taunt
pulla,miedo,taunt
pulla,negativo,taunt
pulla,tristeza,taunt
leonado,asco,tawny
impuesto,negativo,tax
impuesto,tristeza,tax
enseñar,alegría,teach
enseñar,positivo,teach
enseñar,sorpresa,teach
enseñar,confianza,teach
profesor,positivo,teacher
profesor,confianza,teacher
equipo,confianza,team
lloroso,asco,tearful
lloroso,miedo,tearful
lloroso,tristeza,tearful
molestar,enfado,tease
molestar,anticipación,tease
molestar,negativo,tease
molestar,tristeza,tease
burlas,enfado,teasing
burlas,miedo,teasing
burlas,negativo,teasing
tecnología,positivo,technology
tedioso,negativo,tedious
tedio,negativo,tedium
repleto,asco,teeming
adolescentes,negativo,teens
adolescentes,positivo,teens
templanza,positivo,temperance
templado,confianza,temperate
templado,positivo,tempered
tempestad,enfado,tempest
tempestad,anticipación,tempest
tempestad,miedo,tempest
tempestad,negativo,tempest
tempestad,tristeza,tempest
tempestad,sorpresa,tempest
tentación,negativo,temptation
sostenible,positivo,tenable
tenaz,positivo,tenacious
tenacidad,positivo,tenacity
tenencia,positivo,tenancy
inquilino,positivo,tenant
oferta,alegría,tender
oferta,positivo,tender
oferta,confianza,tender
sensibilidad,alegría,tenderness
sensibilidad,positivo,tenderness
casucha,negativo,tenement
tensión,enfado,tension
terminal,miedo,terminal
terminal,negativo,terminal
terminal,tristeza,terminal
Terminar,tristeza,terminate
terminación,negativo,termination
terminación,tristeza,termination
termita,asco,termite
termita,negativo,termite
terrible,enfado,terrible
terrible,asco,terrible
terrible,miedo,terrible
terrible,negativo,terrible
terrible,tristeza,terrible
terriblemente,tristeza,terribly
estupendo,tristeza,terrific
terror,miedo,terror
terror,negativo,terror
terrorismo,enfado,terrorism
terrorismo,asco,terrorism
terrorismo,miedo,terrorism
terrorismo,negativo,terrorism
terrorismo,tristeza,terrorism
terrorista,enfado,terrorist
terrorista,asco,terrorist
terrorista,miedo,terrorist
terrorista,negativo,terrorist
terrorista,tristeza,terrorist
terrorista,sorpresa,terrorist
aterrorizar,enfado,terrorize
aterrorizar,miedo,terrorize
aterrorizar,negativo,terrorize
aterrorizar,tristeza,terrorize
testamento,anticipación,testament
testamento,confianza,testament
testimonio,confianza,testimony
tétanos,asco,tetanus
tétanos,negativo,tetanus
atar,negativo,tether
agradecido,alegría,thankful
agradecido,positivo,thankful
acción de gracias,alegría,thanksgiving
acción de gracias,positivo,thanksgiving
robo,enfado,theft
robo,asco,theft
robo,miedo,theft
robo,negativo,theft
robo,tristeza,theft
teísmo,asco,theism
teísmo,negativo,theism
teocrático,enfado,theocratic
teocrático,miedo,theocratic
teocrático,negativo,theocratic
teocrático,tristeza,theocratic
teocrático,confianza,theocratic
teológico,confianza,theological
teología,anticipación,theology
teorema,confianza,theorem
teórico,positivo,theoretical
teoría,anticipación,theory
teoría,confianza,theory
terapéutico,alegría,therapeutic
terapéutico,positivo,therapeutic
terapéutico,confianza,therapeutic
terapéutica,positivo,therapeutics
par termoeléctrico,anticipación,thermocouple
termómetro,confianza,thermometer
ladrón,enfado,thief
ladrón,asco,thief
ladrón,miedo,thief
ladrón,negativo,thief
ladrón,tristeza,thief
ladrón,sorpresa,thief
pensador,positivo,thinker
sed,anticipación,thirst
sed,tristeza,thirst
sed,sorpresa,thirst
sediento,negativo,thirsty
decimotercero,miedo,thirteenth
espina,negativo,thorn
espinoso,miedo,thorny
espinoso,negativo,thorny
pura sangre,positivo,thoroughbred
pensamiento,anticipación,thought
pensativo,positivo,thoughtful
pensativo,confianza,thoughtful
consideración,positivo,thoughtfulness
desconsiderado,enfado,thoughtless
desconsiderado,asco,thoughtless
desconsiderado,negativo,thoughtless
movimiento de piernas,enfado,thrash
movimiento de piernas,asco,thrash
movimiento de piernas,miedo,thrash
movimiento de piernas,negativo,thrash
movimiento de piernas,tristeza,thrash
amenaza,enfado,threat
amenaza,miedo,threat
amenaza,negativo,threat
amenazar,enfado,threaten
amenazar,anticipación,threaten
amenazar,miedo,threaten
amenazar,negativo,threaten
amenazante,enfado,threatening
amenazante,asco,threatening
amenazante,miedo,threatening
amenazante,negativo,threatening
trillar,enfado,thresh
trillar,miedo,thresh
trillar,negativo,thresh
